Payer,Policy Category,Policy Type,Code,Code Description,Service Type,Policy or Diagnosis detail,Source,Policy,Annual Claim Paid,Category,,,,,,
Aetna,Reimnbursement,NCCI,44180,Laparoscopy Enterolysis Separate Procedure,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$3,865,089 ",Surgery,,,,,,
Aetna,Reimnbursement,NCCI,44950,Appendectomy,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$2,674,548 ",Radiology,,,,,,
Aetna,Reimnbursement,NCCI,44204,Laparoscopy Colectomy Partial W/Anastomosis,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$2,785,947 ",Radiology,,,,,,
Aetna,Reimnbursement,NCCI,99233,SBSQ HOSPITAL IP/OBS CARE HIGH MDM 50 MINUTES,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$1,085,757 ",Evaluation and Management,,,,,,
Aetna,Reimnbursement,NCCI,99477,Initial Hosp Neonate 28 D/< Not Critically Ill,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$2,178,173 ",Evaluation and Management,,,,,,
Aetna,Reimnbursement,NCCI,81015,Urinalysis Microscopic Only,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$3,573,066 ",Laboratory,,,,,,
Aetna,Reimnbursement,NCCI,99222,1ST HOSPITAL IP/OBS CARE MODERATE MDM 55 MINUTES,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$2,289,241 ",Evaluation and Management,,,,,,
Aetna,Reimnbursement,NCCI,58660,Laparoscopy W/Lysis Of Adhesions,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$1,278,894 ",Surgery,,,,,,
Aetna,Reimnbursement,NCCI,58700,Salpingectomy Complete/Partial Uni/Bi Spx,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$3,588,279 ",Radiology,,,,,,
Aetna,Reimnbursement,NCCI,77432,Steretctc Radiation Tx Management Cranial Lesion,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$3,351,439 ",Administration,,,,,,
Aetna,Reimnbursement,NCCI,G0121,Colon ca scrn not hi rsk ind,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$4,727,410 ",Medicare Advantage,,,,,,
Aetna,Reimnbursement,NCCI,93355,Echo Tee Guid Tcat Icar/Vessel Structural Intvn,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$1,143,108 ",Medicine,,,,,,
Aetna,Reimnbursement,NCCI,99231,SBSQ HOSPITAL IP/OBS CARE SF/LOW MDM 25 MINUTES,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$1,440,847 ",Evaluation and Management,,,,,,
Aetna,Reimnbursement,NCCI,71271,COMPUTED TOMOGRAPHY THORAX LW DOSE LNG CA SCR C-,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$3,930,959 ",Radiology,,,,,,
Aetna,Reimnbursement,NCCI,99284,EMERGENCY DEPARTMENT VISIT MODERATE MDM,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$2,019,475 ",Evaluation and Management,,,,,,
Aetna,Reimnbursement,NCCI,918,Anes Trurl Fragmntj Manj&/Rmvl Ureteral Calculus,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$4,342,893 ",Anesthesia,,,,,,
Aetna,Reimnbursement,NCCI,77014,Ct Guidance Radiation Therapy Flds Placement,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$1,992,005 ",Medicine,,,,,,
Aetna,Reimnbursement,NCCI,11982,Removal Non-Biodegradable Drug Delivery Implant,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$3,557,315 ",DME and Supplies,,,,,,
Aetna,Reimnbursement,NCCI,43235,Esophagogastroduodenoscopy Transoral Diagnostic,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$3,808,618 ",Surgery,,,,,,
Aetna,Reimnbursement,NCCI,99156,Mod Sed Other Phys/Qhp Initial 15 Mins 5/> Yrs,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$3,867,045 ",Evaluation and Management,,,,,,
Aetna,Reimnbursement,NCCI,99211,OFFICE/OUTPATIENT EST PT MAY NOT REQ PHYS/QHP,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$2,345,200 ",Evaluation and Management,,,,,,
Aetna,Reimnbursement,NCCI,G0444,Depression screen annual,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$4,444,393 ",Medicare Advantage,,,,,,
Aetna,Reimnbursement,NCCI,77061,Digital Breast Tomosynthesis Unilateral,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$3,507,921 ",Radiology,,,,,,
Aetna,Reimnbursement,NCCI,99238,HOSPITAL IP/OBS DISCHARGE DAY MGMT 30 MIN/<,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$1,190,250 ",Evaluation and Management,,,,,,
Aetna,Reimnbursement,NCCI,15769,GRAFTING OF AUTOLOGOUS SOFT TISS BY DIRECT EXC,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$3,372,329 ",Radiology,,,,,,
Aetna,Reimnbursement,NCCI,G0105,Colorectal scrn; hi risk ind,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$1,482,022 ",Medicare Advantage,,,,,,
Aetna,Reimnbursement,NCCI,69210,Removal Impacted Cerumen Instrumentation Unilat,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$1,619,102 ",Radiology,,,,,,
Aetna,Reimnbursement,NCCI,99460,1St Hosp/Birthing Center Care Per Day Nml Nb,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$4,790,510 ",Evaluation and Management,,,,,,
Aetna,Reimnbursement,NCCI,11102,TANGENTIAL BIOPSY SKIN SINGLE LESION,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$4,510,442 ",Surgery,,,,,,
Aetna,Reimnbursement,NCCI,69990,Microsurg Tqs Req Use Operating Microscope,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$2,596,608 ",Surgery,,,,,,
Aetna,Reimnbursement,NCCI,90837,Psychotherapy W/Patient 60 Minutes,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$1,922,708 ",Medicine,,,,,,
Aetna,Reimnbursement,NCCI,52310,Cysto W/Simple Removal Stone & Stent,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$4,456,935 ",Surgery,,,,,,
Aetna,Reimnbursement,NCCI,87428,IAAD IA SARSCOV & INFLUENZA VIRUS TYPES A&B,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$1,586,848 ",Laboratory,,,,,,
Aetna,Reimnbursement,NCCI,99221,1ST HOSPITAL IP/OBS CARE SF/LOW MDM 40 MINUTES,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$2,369,955 ",Evaluation and Management,,,,,,
Aetna,Reimnbursement,NCCI,44360,Endoscopy Upper Small Intestine,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$3,686,517 ",Surgery,,,,,,
Aetna,Reimnbursement,NCCI,86709,Hepatitis Antibody Haab Igm Antibody,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$1,034,549 ",Laboratory,,,,,,
Aetna,Reimnbursement,NCCI,77065,Diagnostic Mammography Computer-Aided Detcj Uni,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$1,333,003 ",Radiology,,,,,,
Aetna,Reimnbursement,NCCI,92202,OPSCPY EXTND OPTIC NRV/MACULA DRAWING I&R UNI/BI,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$1,411,898 ",Medicine,,,,,,
Aetna,Reimnbursement,NCCI,87426,IAAD IA SEVERE AQT RESPIR SYND CORONAVIRUS,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$2,353,789 ",Laboratory,,,,,,
Aetna,Reimnbursement,NCCI,99203,OFFICE/OUTPATIENT NEW LOW MDM 30 MINUTES,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$4,528,764 ",Evaluation and Management,,,,,,
Aetna,Reimnbursement,NCCI,G0480,Drug test def 1-7 classes,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$4,882,207 ",Drugs,,,,,,
Aetna,Reimnbursement,NCCI,99214,OFFICE/OUTPATIENT ESTABLISHED MOD MDM 30 MIN,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$2,600,378 ",Evaluation and Management,,,,,,
Aetna,Reimnbursement,NCCI,95911,Nerve Conduction Studies 9-10 Studies,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$3,136,109 ",Medicine,,,,,,
HCSC,Clinical,Coding Guidline,,,IP,Sepsis,https://www.uhcprovider.com/content/dam/provider/docs/public/policies/clinical-guidelines/sepsis.pdf,https://www.uhcprovider.com/content/dam/provider/docs/public/policies/clinical-guidelines/sepsis.pdf,"$50,000,000 ",Facilities,,,,,,
HCSC,Reimnbursement,NCCI,70450,Ct Head/Brain W/O Contrast Material,OP,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$2,000,000 ",Radiology,,,,,,
HCSC,Reimnbursement,NCCI,94002,Ventilation Assist & Mgmt Inpatient 1St Day,OP,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$2,323,958 ",Facilities,,,,,,
HCSC,Reimnbursement,NCCI,80048,Basic Metabolic Panel Calcium Total,OP,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$4,063,187 ",Laboratory,,,,,,
HCSC,Reimnbursement,NCCI,94003,Ventilation Assist & Mgmt Inpatient Ea Sbsq Da,OP,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$2,425,966 ",Facilities,,,,,,
HCSC,Reimnbursement,NCCI,96523,Irrigaj Implntd Venous Access Drug Delivery Syst,OP,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$1,649,625 ",Drugs,,,,,,
HCSC,Reimnbursement,NCCI,80076,Hepatic Function Panel,OP,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$3,578,118 ",Laboratory,,,,,,
HCSC,Reimnbursement,NCCI,G0472,Hep c screen high risk/other,OP,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$1,274,338 ",Medicare Advantage,,,,,,
HCSC,Reimnbursement,NCCI,84480,Assay Of Triiodothyronine T3 Total Tt3,OP,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$2,723,700 ",Laboratory,,,,,,
HCSC,Reimnbursement,NCCI,94010,Spmtry W/Vc Expiratory Flo W/Wo Mxml Vol Vntj,OP,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$4,587,439 ",Medicine,,,,,,
HCSC,Reimnbursement,NCCI,84153,Assay Of Prostate Specific Antigen Total,OP,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$2,567,936 ",Laboratory,,,,,,
HCSC,Reimnbursement,NCCI,84436,Assay Of Thyroxine Total,OP,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$2,788,024 ",Laboratory,,,,,,
HCSC,Reimnbursement,NCCI,86704,Hepatitis B Core Antibody Hbcab Total,OP,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$3,262,293 ",Laboratory,,,,,,
HCSC,Reimnbursement,NCCI,86706,Hepatitis B Surf Antibody Hbsab,OP,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$2,866,789 ",Laboratory,,,,,,
HCSC,Reimnbursement,NCCI,87340,IAAD IA HEPATITIS B SURFACE ANTIGEN,OP,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$1,954,749 ",Laboratory,,,,,,
HCSC,Reimnbursement,NCCI,84479,Thyroid Horm Uptk/Thyroid Hormone Binding Ratio,OP,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$4,574,557 ",Laboratory,,,,,,
HCSC,Reimnbursement,NCCI,83550,Iron Binding Capacity,OP,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$4,980,865 ",Laboratory,,,,,,
HCSC,Reimnbursement,NCCI,94760,Noninvasive Ear/Pulse Oximetry Single Deter,OP,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$3,923,654 ",Medicine,,,,,,
HCSC,Reimnbursement,NCCI,94760,Noninvasive Ear/Pulse Oximetry Single Deter,OP,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$1,493,458 ",Medicine,,,,,,
HCSC,Reimnbursement,NCCI,76376,3D Rendering W/Interp & Postprocess Supervision,OP,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$3,780,203 ",Radiology,,,,,,
HCSC,Reimnbursement,NCCI,0242U,TRGT GEN SEQ ALYS PNL SOLID ORGN NEO DNA 55-74,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$4,257,300 ",Evaluation and Management,,,,,,
HCSC,Reimnbursement,NCCI,99232,SBSQ HOSPITAL IP/OBS CARE MOD MDM 35 MINUTES,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$1,106,691 ",Evaluation and Management,,,,,,
HCSC,Reimnbursement,NCCI,96127,Behav Assmt W/Score & Docd/Stand Instrument,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$1,822,282 ",Medicine,,,,,,
HCSC,Reimnbursement,NCCI,99285,EMERGENCY DEPARTMENT VISIT HIGH MDM,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$2,392,026 ",Evaluation and Management,,,,,,
HCSC,Reimnbursement,NCCI,83550,Iron Binding Capacity,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$3,356,110 ",Laboratory,,,,,,
HCSC,Reimnbursement,NCCI,78226,Hepatobiliary Syst Imaging Including Gallbladder,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$1,315,798 ",Radiology,,,,,,
HCSC,Reimnbursement,NCCI,45378,Colonoscopy Flx Dx W/Collj Spec When Pfrmd,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$4,902,814 ",Surgery,,,,,,
HCSC,Reimnbursement,NCCI,44180,Laparoscopy Enterolysis Separate Procedure,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$2,256,192 ",Surgery,,,,,,
HCSC,Reimnbursement,NCCI,44950,Appendectomy,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$4,611,384 ",Radiology,,,,,,
HCSC,Reimnbursement,NCCI,44204,Laparoscopy Colectomy Partial W/Anastomosis,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$4,589,308 ",Radiology,,,,,,
HCSC,Reimnbursement,NCCI,99233,SBSQ HOSPITAL IP/OBS CARE HIGH MDM 50 MINUTES,Professional,P2P,https://www.cms.gov/medicare/coding-billing/national-correct-coding-initiative-ncci-edits/medicare-ncci-procedure-procedure-ptp-edits,P2P,"$3,897,868 ",Evaluation and Management,,,,,,
